country,date,confirmed,recovered,deaths,first_date,population,density,median_age,urban_population,confirmed_change,deaths_change,recovered_change,days_since_first_case
Antigua and Barbuda,2020-03-29,7,0,0,,97929,223,34,0.26,0,0,0,
Antigua and Barbuda,2020-04-01,7,0,0,,97929,223,34,0.26,0,0,0,
Bahamas,2020-03-29,11,1,0,,393244,39,32,0.86,1,0,0,
Bahamas,2020-04-01,21,1,1,,393244,39,32,0.86,7,1,0,
Bahamas,2020-04-05,28,1,4,,393244,39,32,0.86,0,0,0,
Benin,2020-04-07,26,5,1,,12123200,108,19,0.48,0,0,0,
Burkina Faso,2020-03-16,15,0,0,2020-03-24,20903273,76,18,0.31,12,0,0,-8
Cabo Verde,2020-04-05,7,0,1,,555987,138,28,0.68,0,0,0,
Equatorial Guinea,2020-03-29,12,0,0,,1402985,50,22,0.73,0,0,0,
Fiji,2020-03-24,4,0,0,,896445,49,28,0.59,1,0,0,
Guatemala,2020-03-16,2,0,1,,17915568,167,23,0.52,1,1,0,
Guatemala,2020-04-06,70,15,3,,17915568,167,23,0.52,9,1,0,
Jamaica,2020-04-06,58,8,3,,2961167,273,31,0.55,0,0,0,
Liberia,2020-04-06,14,3,3,,5057681,53,19,0.53,1,0,0,
Libya,2020-03-26,1,0,0,,6871292,4,29,0.78,0,0,0,
Libya,2020-04-06,19,1,1,,6871292,4,29,0.78,1,0,0,
Martinique,2020-03-14,9,0,0,,375265,354,47,0.92,6,0,0,
Moldova,2020-03-12,3,0,0,2020-03-23,4033963,123,38,0.43,0,0,0,-11
Moldova,2020-03-16,23,0,0,2020-03-23,4033963,123,38,0.43,0,0,0,-7
Moldova,2020-03-20,66,1,1,2020-03-23,4033963,123,38,0.43,17,0,0,-3
Panama,2020-03-28,786,2,14,2020-03-19,4314767,58,30,0.68,112,5,0,9
Puerto Rico,2020-03-17,3,0,0,,2860853,323,44,,0,0,0,
Rwanda,2020-03-28,60,0,0,2020-04-04,12952218,525,20,0.18,6,0,0,-7
Seychelles,2020-03-21,7,0,0,,98347,214,34,0.56,0,0,0,
Trinidad and Tobago,2020-04-04,103,1,6,2020-04-04,1399488,273,36,0.52,5,0,0,0
Trinidad and Tobago,2020-04-07,107,1,8,2020-04-04,1399488,273,36,0.52,2,0,0,3
Bangladesh,2020-03-13,3,0,0,2020-04-06,164689383,1265,28,0.39,0,0,0,-24
Bangladesh,2020-04-06,123,33,12,2020-04-06,164689383,1265,28,0.39,35,3,0,0
Brunei,2020-03-21,83,2,0,2020-03-24,437479,83,32,0.8,5,0,1,-3
Cayman Islands,2020-03-13,1,0,0,,65722,274,,0.97,1,0,0,
Central African Republic,2020-03-29,3,0,0,,4829767,8,18,0.43,0,0,0,
Central African Republic,2020-04-01,3,0,0,,4829767,8,18,0.43,0,0,0,
Dominica,2020-03-26,11,0,0,,71986,96,,0.74,4,0,0,
Eswatini,2020-04-06,10,4,0,,1160164,67,21,0.3,1,0,4,
Ethiopia,2020-03-28,16,1,0,,114963588,115,19,0.21,0,0,1,
Gabon,2020-03-22,5,0,1,,2225734,9,23,0.87,1,0,0,
Ghana,2020-03-22,23,0,1,2020-03-26,31072940,137,22,0.57,4,0,0,-4
Guinea,2020-03-14,1,0,0,2020-04-04,13132795,53,18,0.39,0,0,0,-21
Guinea,2020-03-30,22,0,0,2020-04-04,13132795,53,18,0.39,6,0,0,-5
Haiti,2020-03-31,15,1,0,,11402528,414,24,0.57,0,0,0,
Honduras,2020-03-26,52,0,1,2020-03-29,9904607,89,24,0.57,16,1,0,-3
Honduras,2020-03-27,68,0,1,2020-03-29,9904607,89,24,0.57,16,0,0,-2
Kazakhstan,2020-04-03,464,29,6,2020-03-26,18776707,7,31,0.58,29,3,2,8
Namibia,2020-04-07,16,3,0,,2540905,3,22,0.55,0,0,0,
Papua New Guinea,2020-04-04,1,0,0,,8947024,20,22,0.13,0,0,0,
Paraguay,2020-03-18,11,0,0,2020-04-05,7132538,18,26,0.62,2,0,0,-18
Saint Lucia,2020-03-14,1,0,0,,183627,301,34,0.19,1,0,0,
Saint Lucia,2020-04-06,14,1,0,,183627,301,34,0.19,0,0,0,
Sudan,2020-03-16,1,0,1,,43849260,25,20,0.35,0,0,0,
Uganda,2020-03-27,23,0,0,,45741007,229,17,0.26,9,0,0,
Venezuela,2020-03-21,70,0,0,2020-03-26,28435940,32,30,,28,0,0,-5
Albania,2020-03-20,70,0,2,2020-03-23,2877797,105,36,0.63,6,0,0,-3
Albania,2020-04-07,383,131,22,2020-03-23,2877797,105,36,0.63,6,1,15,15
Antigua and Barbuda,2020-04-03,15,0,0,,97929,223,34,0.26,6,0,0,
Bahamas,2020-03-23,4,0,0,,393244,39,32,0.86,0,0,0,
Burkina Faso,2020-03-11,2,0,0,2020-03-24,20903273,76,18,0.31,1,0,0,-13
Burkina Faso,2020-03-24,114,7,4,2020-03-24,20903273,76,18,0.31,15,0,2,0
Chad,2020-03-28,3,0,0,,16425864,13,17,0.23,0,0,0,
El Salvador,2020-03-27,13,0,0,,6486205,313,28,0.73,0,0,0,
Guadeloupe,2020-03-14,1,0,0,,400124,237,44,,0,0,0,
Guinea-Bissau,2020-03-30,8,0,0,,1968001,70,19,0.45,6,0,0,
Guyana,2020-03-31,20,0,2,,786552,4,27,0.27,0,1,0,
Kosovo,2020-03-19,2,0,0,2020-03-31,1831000,,,,0,0,0,-12
Kyrgyzstan,2020-03-20,6,0,0,2020-03-31,6524195,34,26,0.36,3,0,0,-11
Madagascar,2020-03-23,12,0,0,,27691018,48,20,0.39,9,0,0,
Madagascar,2020-03-29,39,0,0,,27691018,48,20,0.39,13,0,0,
Mali,2020-03-29,18,0,1,,20250833,17,16,0.44,0,1,0,
Martinique,2020-03-11,3,0,0,,375265,354,47,0.92,1,0,0,
Moldova,2020-03-26,177,2,1,2020-03-23,4033963,123,38,0.43,28,0,0,3
Palestine,2020-03-10,25,0,0,,5101414,847,21,0.8,3,0,0,
Panama,2020-03-10,1,0,0,2020-03-19,4314767,58,30,0.68,1,0,0,-9
Timor-Leste,2020-03-29,1,0,0,,1318445,89,21,0.33,0,0,0,
Uruguay,2020-03-28,274,0,0,2020-03-21,3473730,20,36,0.96,36,0,0,7
Zambia,2020-03-21,2,0,0,,18383955,25,18,0.45,0,0,0,
Zambia,2020-04-03,39,2,1,,18383955,25,18,0.45,0,0,2,
Belize,2020-04-03,4,0,0,,397628,17,25,0.46,1,0,0,
Bolivia,2020-03-25,32,0,0,2020-03-31,11673021,11,26,0.69,3,0,0,-6
Bulgaria,2020-03-10,4,0,0,2020-03-20,6948445,64,45,0.76,0,0,0,-10
Bulgaria,2020-03-18,92,0,2,2020-03-20,6948445,64,45,0.76,25,0,0,-2
Bulgaria,2020-03-24,218,3,3,2020-03-20,6948445,64,45,0.76,17,0,0,4
Ethiopia,2020-03-27,16,0,0,,114963588,115,19,0.21,4,0,0,
French Guiana,2020-03-11,5,0,0,,298682,4,25,0.87,0,0,0,
Holy See,2020-03-17,1,0,0,,801,2003,,,0,0,0,
Kazakhstan,2020-03-13,4,0,0,2020-03-26,18776707,7,31,0.58,4,0,0,-13
Kazakhstan,2020-03-27,150,3,3,2020-03-26,18776707,7,31,0.58,39,0,1,1
Maldives,2020-03-22,13,3,0,,540544,1802,30,0.35,0,0,3,
Papua New Guinea,2020-04-02,1,0,0,,8947024,20,22,0.13,0,0,0,
Sudan,2020-03-19,2,0,1,,43849260,25,20,0.35,0,0,0,
Sudan,2020-03-31,7,1,2,,43849260,25,20,0.35,1,0,1,
Turkey,2020-03-22,1236,0,30,2020-03-19,84339067,110,32,0.76,566,21,0,3
Turkey,2020-03-25,2433,26,59,2020-03-19,84339067,110,32,0.76,561,15,26,6
Venezuela,2020-03-17,33,0,0,2020-03-26,28435940,32,30,,16,0,0,-9
Zimbabwe,2020-03-22,3,0,0,,14862924,38,19,0.38,0,0,0,
Antigua and Barbuda,2020-03-13,1,0,0,,97929,223,34,0.26,1,0,0,
Aruba,2020-03-17,3,0,0,,106766,593,41,0.44,1,0,0,
Benin,2020-03-29,6,0,0,,12123200,108,19,0.48,0,0,0,
Burkina Faso,2020-03-14,2,0,0,2020-03-24,20903273,76,18,0.31,0,0,0,-10
Cuba,2020-03-13,4,0,0,2020-03-28,11326616,106,42,0.78,1,0,0,-15
Equatorial Guinea,2020-04-04,16,1,0,,1402985,50,22,0.73,0,0,0,
Eritrea,2020-03-24,1,0,0,,3546421,35,19,0.63,0,0,0,
Eritrea,2020-03-25,4,0,0,,3546421,35,19,0.63,3,0,0,
Fiji,2020-03-21,1,0,0,,896445,49,28,0.59,0,0,0,
Greenland,2020-03-17,1,0,0,,56770,0,,0.87,0,0,0,
Guatemala,2020-03-18,6,0,1,,17915568,167,23,0.52,0,0,0,
Kosovo,2020-03-21,2,0,0,2020-03-31,1831000,,,,0,0,0,-10
Kosovo,2020-03-27,86,1,1,2020-03-31,1831000,,,,15,0,1,-4
Liberia,2020-04-02,6,0,0,,5057681,53,19,0.53,0,0,0,
Mauritius,2020-03-29,107,0,3,2020-03-28,1271768,626,37,0.41,5,1,0,1
Moldova,2020-03-09,1,0,0,2020-03-23,4033963,123,38,0.43,0,0,0,-14
Moldova,2020-04-03,591,26,8,2020-03-23,4033963,123,38,0.43,86,2,3,11
Somalia,2020-04-04,7,1,0,,15893222,25,17,0.47,0,0,0,
Bangladesh,2020-03-27,48,11,5,2020-04-06,164689383,1265,28,0.39,4,0,0,-10
Bangladesh,2020-03-30,49,19,5,2020-04-06,164689383,1265,28,0.39,1,0,4,-7
Barbados,2020-03-29,33,0,0,,287375,668,40,0.31,7,0,0,
Brunei,2020-03-10,1,0,0,2020-03-24,437479,83,32,0.8,0,0,0,-14
Bulgaria,2020-03-31,399,17,8,2020-03-20,6948445,64,45,0.76,40,0,0,11
Central African Republic,2020-03-18,1,0,0,,4829767,8,18,0.43,0,0,0,
Dominica,2020-04-02,12,0,0,,71986,96,,0.74,0,0,0,
Dominica,2020-04-03,12,0,0,,71986,96,,0.74,0,0,0,
Eswatini,2020-04-02,9,0,0,,1160164,67,21,0.3,0,0,0,
French Guiana,2020-03-08,5,0,0,,298682,4,25,0.87,0,0,0,
Guinea,2020-03-29,16,0,0,2020-04-04,13132795,53,18,0.39,8,0,0,-6
Guinea,2020-04-06,128,5,0,2020-04-04,13132795,53,18,0.39,7,0,0,2
Haiti,2020-03-20,2,0,0,,11402528,414,24,0.57,2,0,0,
Haiti,2020-04-02,16,1,0,,11402528,414,24,0.57,0,0,0,
Laos,2020-04-02,10,0,0,,7275560,32,24,0.36,0,0,0,
Namibia,2020-03-27,8,2,0,,2540905,3,22,0.55,0,0,0,
Papua New Guinea,2020-04-07,2,0,0,,8947024,20,22,0.13,0,0,0,
Saint Lucia,2020-04-07,14,1,0,,183627,301,34,0.19,0,0,0,
Cyprus,2020-04-07,494,47,11,2020-03-23,1207359,131,37,0.67,29,0,2,15
El Salvador,2020-03-19,1,0,0,,6486205,313,28,0.73,1,0,0,
El Salvador,2020-03-31,32,0,1,,6486205,313,28,0.73,2,1,0,
Eritrea,2020-03-31,15,0,0,,3546421,35,19,0.63,3,0,0,
Guadeloupe,2020-03-18,27,0,0,,400124,237,44,,9,0,0,
Jamaica,2020-03-14,8,0,0,,2961167,273,31,0.55,0,0,0,
Kosovo,2020-03-31,112,6,1,2020-03-31,1831000,,,,18,0,5,0
Kyrgyzstan,2020-04-05,147,9,1,2020-03-31,6524195,34,26,0.36,3,0,0,5
Moldova,2020-03-18,30,1,1,2020-03-23,4033963,123,38,0.43,0,1,0,-5
Moldova,2020-04-07,1056,40,22,2020-03-23,4033963,123,38,0.43,91,3,3,15
Somalia,2020-04-02,5,1,0,,15893222,25,17,0.47,0,0,0,
Syria,2020-04-06,19,2,2,,17500658,95,26,0.6,0,0,0,
Trinidad and Tobago,2020-03-30,82,1,3,2020-04-04,1399488,273,36,0.52,4,0,0,-5
Uzbekistan,2020-03-30,149,7,2,2020-03-28,33469203,79,28,0.5,5,0,0,2
Belize,2020-03-26,2,0,0,,397628,17,25,0.46,0,0,0,
Bolivia,2020-04-06,183,2,11,2020-03-31,11673021,11,26,0.69,26,1,0,6
Brunei,2020-03-19,75,0,0,2020-03-24,437479,83,32,0.8,7,0,0,-5
Brunei,2020-03-30,127,38,1,2020-03-24,437479,83,32,0.8,1,0,4,6
Ethiopia,2020-03-25,12,0,0,,114963588,115,19,0.21,0,0,0,
Gabon,2020-03-24,6,0,1,,2225734,9,23,0.87,1,0,0,
Ghana,2020-04-06,214,31,5,2020-03-26,31072940,137,22,0.57,0,0,0,11
Guinea,2020-03-20,1,0,0,2020-04-04,13132795,53,18,0.39,0,0,0,-15
Haiti,2020-03-28,8,0,0,,11402528,414,24,0.57,0,0,0,
Honduras,2020-03-29,110,3,3,2020-03-29,9904607,89,24,0.57,15,2,0,0
Kazakhstan,2020-03-15,9,0,0,2020-03-26,18776707,7,31,0.58,3,0,0,-11
Maldives,2020-03-26,13,8,0,,540544,1802,30,0.35,0,0,0,
Malta,2020-03-16,30,2,0,2020-03-23,441543,1380,43,0.93,9,0,1,-7
Mauritania,2020-03-29,5,2,0,,4649658,5,20,0.57,0,0,2,
Papua New Guinea,2020-04-03,1,0,0,,8947024,20,22,0.13,0,0,0,
Tanzania,2020-03-27,13,1,0,,59734218,67,18,0.37,0,0,1,
Turkey,2020-04-05,27069,1042,574,2020-03-19,84339067,110,32,0.76,3135,73,256,17
Uganda,2020-04-03,48,0,0,,45741007,229,17,0.26,3,0,0,
Angola,2020-03-31,7,1,2,,32866272,26,17,0.67,0,0,1,
Antigua and Barbuda,2020-04-06,15,0,0,,97929,223,34,0.26,0,0,0,
Aruba,2020-03-13,2,0,0,,106766,593,41,0.44,2,0,0,
Benin,2020-03-26,6,0,0,,12123200,108,19,0.48,0,0,0,
Chad,2020-03-22,1,0,0,,16425864,13,17,0.23,0,0,0,
Cuba,2020-03-18,7,0,1,2020-03-28,11326616,106,42,0.78,2,1,0,-10
Cyprus,2020-03-19,67,0,0,2020-03-23,1207359,131,37,0.67,18,0,0,-4
Cyprus,2020-03-23,116,3,1,2020-03-23,1207359,131,37,0.67,21,0,0,0
El Salvador,2020-03-26,13,0,0,,6486205,313,28,0.73,4,0,0,
Equatorial Guinea,2020-03-20,6,0,0,,1402985,50,22,0.73,0,0,0,
Gambia,2020-03-30,4,0,1,,2416668,239,18,0.59,0,0,0,
Gambia,2020-04-04,4,2,1,,2416668,239,18,0.59,0,0,0,
Guyana,2020-03-12,1,0,1,,786552,4,27,0.27,1,1,0,
Jamaica,2020-03-20,16,2,1,,2961167,273,31,0.55,1,0,0,
Kosovo,2020-03-29,94,1,1,2020-03-31,1831000,,,,3,0,0,-2
Madagascar,2020-03-21,3,0,0,,27691018,48,20,0.39,0,0,0,
Panama,2020-03-14,36,0,1,2020-03-19,4314767,58,30,0.68,9,0,0,-5
Panama,2020-03-27,674,2,9,2020-03-19,4314767,58,30,0.68,116,1,0,8
Rwanda,2020-03-18,8,0,0,2020-04-04,12952218,525,20,0.18,1,0,0,-17
Seychelles,2020-03-28,8,0,0,,98347,214,34,0.56,1,0,0,
Uruguay,2020-03-18,50,0,0,2020-03-21,3473730,20,36,0.96,21,0,0,-3
Bolivia,2020-03-29,81,0,1,2020-03-31,11673021,11,26,0.69,7,1,0,-2
Eswatini,2020-03-17,1,0,0,,1160164,67,21,0.3,0,0,0,
Ghana,2020-04-01,195,31,5,2020-03-26,31072940,137,22,0.57,34,0,0,6
Grenada,2020-04-06,12,0,0,,112523,331,32,0.35,0,0,0,
Guinea,2020-03-21,2,0,0,2020-04-04,13132795,53,18,0.39,1,0,0,-14
Kazakhstan,2020-03-14,6,0,0,2020-03-26,18776707,7,31,0.58,2,0,0,-12
Laos,2020-03-28,8,0,0,,7275560,32,24,0.36,2,0,0,
Mauritania,2020-03-14,1,0,0,,4649658,5,20,0.57,1,0,0,
Mauritania,2020-03-22,2,0,0,,4649658,5,20,0.57,0,0,0,
Mozambique,2020-04-01,10,0,0,,31255435,40,18,0.38,2,0,0,
Paraguay,2020-03-09,1,0,0,2020-04-05,7132538,18,26,0.62,0,0,0,-27
Sudan,2020-03-23,2,0,1,,43849260,25,20,0.35,0,0,0,
Tanzania,2020-03-22,12,0,0,,59734218,67,18,0.37,6,0,0,
Tanzania,2020-03-30,19,1,0,,59734218,67,18,0.37,5,0,0,
Turkey,2020-03-26,3629,26,75,2020-03-19,84339067,110,32,0.76,1196,16,0,7
Benin,2020-03-16,1,0,0,,12123200,108,19,0.48,1,0,0,
Benin,2020-03-21,2,0,0,,12123200,108,19,0.48,0,0,0,
Botswana,2020-03-31,4,0,1,,2351627,4,24,0.73,1,1,0,
Chad,2020-04-02,8,0,0,,16425864,13,17,0.23,1,0,0,
Gambia,2020-03-29,4,0,1,,2416668,239,18,0.59,1,0,0,
Guinea-Bissau,2020-04-02,9,0,0,,1968001,70,19,0.45,0,0,0,
Guyana,2020-03-21,7,0,1,,786552,4,27,0.27,0,0,0,
Liberia,2020-03-29,3,0,0,,5057681,53,19,0.53,0,0,0,
Mali,2020-03-26,4,0,0,,20250833,17,16,0.44,2,0,0,
Mali,2020-04-06,47,9,5,,20250833,17,16,0.44,2,0,8,
Moldova,2020-03-11,3,0,0,2020-03-23,4033963,123,38,0.43,0,0,0,-12
Moldova,2020-03-23,109,2,1,2020-03-23,4033963,123,38,0.43,15,0,1,0
Palestine,2020-03-05,4,0,0,,5101414,847,21,0.8,4,0,0,
Panama,2020-03-12,11,0,1,2020-03-19,4314767,58,30,0.68,3,0,0,-7
Rwanda,2020-03-21,17,0,0,2020-04-04,12952218,525,20,0.18,0,0,0,-14
Rwanda,2020-04-07,105,7,0,2020-04-04,12952218,525,20,0.18,0,0,3,3
Syria,2020-04-04,16,2,2,,17500658,95,26,0.6,0,0,2,
Syria,2020-04-05,19,2,2,,17500658,95,26,0.6,3,0,0,
Timor-Leste,2020-03-22,1,0,0,,1318445,89,21,0.33,1,0,0,
Trinidad and Tobago,2020-03-31,87,1,3,2020-04-04,1399488,273,36,0.52,5,0,0,-4
Uzbekistan,2020-04-02,205,25,2,2020-03-28,33469203,79,28,0.5,24,0,13,5
Zambia,2020-04-05,39,3,1,,18383955,25,18,0.45,0,0,1,
Barbados,2020-04-02,46,0,0,,287375,668,40,0.31,12,0,0,
Belize,2020-04-07,7,0,1,,397628,17,25,0.46,0,0,0,
Brunei,2020-04-07,135,85,1,2020-03-24,437479,83,32,0.8,0,0,3,14
Bulgaria,2020-03-08,4,0,0,2020-03-20,6948445,64,45,0.76,4,0,0,-12
Bulgaria,2020-03-26,264,8,3,2020-03-20,6948445,64,45,0.76,22,0,4,6
Central African Republic,2020-03-22,3,0,0,,4829767,8,18,0.43,0,0,0,
Dominica,2020-03-30,11,0,0,,71986,96,,0.74,0,0,0,
Ethiopia,2020-03-13,1,0,0,,114963588,115,19,0.21,1,0,0,
Ethiopia,2020-03-15,1,0,0,,114963588,115,19,0.21,0,0,0,
Grenada,2020-03-29,9,0,0,,112523,331,32,0.35,2,0,0,
Haiti,2020-03-26,8,0,0,,11402528,414,24,0.57,0,0,0,
Honduras,2020-03-11,2,0,0,2020-03-29,9904607,89,24,0.57,2,0,0,-18
Maldives,2020-03-08,4,0,0,,540544,1802,30,0.35,4,0,0,
Maldives,2020-03-12,8,0,0,,540544,1802,30,0.35,0,0,0,
Malta,2020-03-21,73,2,0,2020-03-23,441543,1380,43,0.93,9,0,0,-2
Malta,2020-03-22,90,2,0,2020-03-23,441543,1380,43,0.93,17,0,0,-1
Mauritania,2020-03-23,2,0,0,,4649658,5,20,0.57,0,0,0,
Mozambique,2020-04-04,10,1,0,,31255435,40,18,0.38,0,0,1,
Namibia,2020-03-21,3,0,0,,2540905,3,22,0.55,0,0,0,
Namibia,2020-04-04,14,3,0,,2540905,3,22,0.55,0,0,0,
Niger,2020-03-30,27,0,3,2020-04-03,24206644,19,15,0.17,9,2,0,-4
Papua New Guinea,2020-03-22,1,0,0,,8947024,20,22,0.13,0,0,0,
Turkey,2020-04-04,23934,786,501,2020-03-19,84339067,110,32,0.76,3013,76,302,16
Zimbabwe,2020-03-31,8,0,1,,14862924,38,19,0.38,1,0,0,
Albania,2020-03-16,51,0,1,2020-03-23,2877797,105,36,0.63,9,0,0,-7
Angola,2020-03-24,3,0,0,,32866272,26,17,0.67,0,0,0,
Cabo Verde,2020-04-01,6,0,1,,555987,138,28,0.68,0,0,0,
Channel Islands,2020-03-10,1,0,0,,173863,915,43,0.3,1,0,0,
Guinea-Bissau,2020-03-29,2,0,0,,1968001,70,19,0.45,0,0,0,
Jamaica,2020-03-28,30,2,1,,2961167,273,31,0.55,4,0,0,
Kyrgyzstan,2020-03-19,3,0,0,2020-03-31,6524195,34,26,0.36,0,0,0,-12
Mauritius,2020-03-20,12,0,0,2020-03-28,1271768,626,37,0.41,9,0,0,-8
Moldova,2020-03-15,23,0,0,2020-03-23,4033963,123,38,0.43,11,0,0,-8
Somalia,2020-03-26,2,0,0,,15893222,25,17,0.47,1,0,0,
Somalia,2020-03-27,3,0,0,,15893222,25,17,0.47,1,0,0,
Suriname,2020-03-29,8,0,0,,586632,4,29,0.65,0,0,0,
Syria,2020-03-28,5,0,0,,17500658,95,26,0.6,0,0,0,
Syria,2020-03-31,10,0,2,,17500658,95,26,0.6,0,0,0,
Timor-Leste,2020-03-31,1,0,0,,1318445,89,21,0.33,0,0,0,
Bolivia,2020-03-16,11,0,0,2020-03-31,11673021,11,26,0.69,1,0,0,-15
Bolivia,2020-03-20,15,0,0,2020-03-31,11673021,11,26,0.69,3,0,0,-11
Eswatini,2020-03-14,1,0,0,,1160164,67,21,0.3,1,0,0,
Eswatini,2020-03-19,1,0,0,,1160164,67,21,0.3,0,0,0,
French Guiana,2020-03-10,5,0,0,,298682,4,25,0.87,0,0,0,
French Guiana,2020-03-13,5,0,0,,298682,4,25,0.87,0,0,0,
Gabon,2020-03-25,6,0,1,,2225734,9,23,0.87,0,0,0,
Gabon,2020-04-03,21,1,1,,2225734,9,23,0.87,0,0,1,
Grenada,2020-03-24,1,0,0,,112523,331,32,0.35,0,0,0,
Guam,2020-03-16,3,0,0,,168775,313,31,0.95,3,0,0,
Guinea,2020-03-22,2,0,0,2020-04-04,13132795,53,18,0.39,0,0,0,-13
Haiti,2020-03-25,8,0,0,,11402528,414,24,0.57,1,0,0,
Montenegro,2020-03-22,21,0,0,2020-03-31,628066,47,39,0.68,7,0,0,-9
Niger,2020-04-05,184,13,10,2020-04-03,24206644,19,15,0.17,40,2,13,2
Paraguay,2020-03-25,37,0,3,2020-04-05,7132538,18,26,0.62,10,1,0,-11
Sierra Leone,2020-03-31,1,0,0,,7976983,111,19,0.43,1,0,0,
Tanzania,2020-03-19,6,0,0,,59734218,67,18,0.37,3,0,0,
Tanzania,2020-03-21,6,0,0,,59734218,67,18,0.37,0,0,0,
Uganda,2020-03-30,33,0,0,,45741007,229,17,0.26,0,0,0,
Venezuela,2020-03-14,2,0,0,2020-03-26,28435940,32,30,,2,0,0,-12
Venezuela,2020-03-15,10,0,0,2020-03-26,28435940,32,30,,8,0,0,-11
Angola,2020-04-01,8,1,2,,32866272,26,17,0.67,1,0,0,
Aruba,2020-03-16,2,0,0,,106766,593,41,0.44,0,0,0,
Benin,2020-03-18,2,0,0,,12123200,108,19,0.48,1,0,0,
Fiji,2020-03-27,5,0,0,,896445,49,28,0.59,0,0,0,
Guyana,2020-03-26,20,0,1,,786552,4,27,0.27,0,0,0,
Kyrgyzstan,2020-03-30,94,3,0,2020-03-31,6524195,34,26,0.36,10,0,3,-1
Kyrgyzstan,2020-04-01,111,3,0,2020-03-31,6524195,34,26,0.36,4,0,0,1
Kyrgyzstan,2020-04-06,216,33,4,2020-03-31,6524195,34,26,0.36,69,3,24,6
Libya,2020-03-29,8,0,0,,6871292,4,29,0.78,5,0,0,
Palestine,2020-03-09,22,0,0,,5101414,847,21,0.8,0,0,0,
Puerto Rico,2020-03-20,3,0,0,,2860853,323,44,,0,0,0,
Trinidad and Tobago,2020-03-16,4,0,0,2020-04-04,1399488,273,36,0.52,2,0,0,-19
Uzbekistan,2020-03-20,33,0,0,2020-03-28,33469203,79,28,0.5,10,0,0,-8
Belize,2020-04-05,5,0,0,,397628,17,25,0.46,1,0,0,
Bulgaria,2020-04-07,577,42,23,2020-03-20,6948445,64,45,0.76,28,1,3,18
Djibouti,2020-04-04,50,8,0,,988000,43,27,0.79,1,0,0,
Dominica,2020-03-23,2,0,0,,71986,96,,0.74,1,0,0,
Dominica,2020-03-29,11,0,0,,71986,96,,0.74,0,0,0,
Eswatini,2020-03-18,1,0,0,,1160164,67,21,0.3,0,0,0,
Eswatini,2020-03-20,1,0,0,,1160164,67,21,0.3,0,0,0,
Eswatini,2020-03-29,9,0,0,,1160164,67,21,0.3,0,0,0,
Ethiopia,2020-03-17,5,0,0,,114963588,115,19,0.21,0,0,0,
Gabon,2020-03-31,16,0,1,,2225734,9,23,0.87,9,0,0,
Ghana,2020-04-02,204,31,5,2020-03-26,31072940,137,22,0.57,9,0,0,7
Ghana,2020-04-05,214,31,5,2020-03-26,31072940,137,22,0.57,9,0,0,10
Grenada,2020-04-04,12,0,0,,112523,331,32,0.35,0,0,0,
Guinea,2020-03-28,8,0,0,2020-04-04,13132795,53,18,0.39,0,0,0,-7
Haiti,2020-04-03,18,1,0,,11402528,414,24,0.57,2,0,0,
Holy See,2020-04-01,6,0,0,,801,2003,,,0,0,0,
Kazakhstan,2020-03-21,53,0,3,2020-03-26,18776707,7,31,0.58,4,0,0,-5
Kenya,2020-03-18,3,0,0,2020-04-02,53771296,94,20,0.28,0,0,0,-15
Kenya,2020-03-29,42,1,1,2020-04-02,53771296,94,20,0.28,4,0,0,-4
Maldives,2020-03-28,16,9,0,,540544,1802,30,0.35,0,0,0,
Malta,2020-03-17,38,2,0,2020-03-23,441543,1380,43,0.93,8,0,0,-6
Montenegro,2020-03-18,2,0,0,2020-03-31,628066,47,39,0.68,0,0,0,-13
Namibia,2020-03-14,2,0,0,,2540905,3,22,0.55,2,0,0,
Nicaragua,2020-03-27,2,0,1,,6624554,55,26,0.57,0,1,0,
Paraguay,2020-03-13,6,0,0,2020-04-05,7132538,18,26,0.62,1,0,0,-23
Venezuela,2020-03-31,135,39,3,2020-03-26,28435940,32,30,,0,0,0,5
Albania,2020-03-11,12,0,1,2020-03-23,2877797,105,36,0.63,2,1,0,-12
Albania,2020-03-15,42,0,1,2020-03-23,2877797,105,36,0.63,4,0,0,-8
Burkina Faso,2020-03-29,222,23,12,2020-03-24,20903273,76,18,0.31,15,1,2,5
Cyprus,2020-03-09,2,0,0,2020-03-23,1207359,131,37,0.67,2,0,0,-14
Greenland,2020-03-18,1,0,0,,56770,0,,0.87,0,0,0,
Guatemala,2020-03-14,1,0,0,,17915568,167,23,0.52,1,0,0,
Guatemala,2020-03-22,19,0,1,,17915568,167,23,0.52,2,0,0,
Kyrgyzstan,2020-03-21,14,0,0,2020-03-31,6524195,34,26,0.36,8,0,0,-10
Kyrgyzstan,2020-04-03,130,6,1,2020-03-31,6524195,34,26,0.36,14,1,1,3
Liberia,2020-03-21,3,0,0,,5057681,53,19,0.53,1,0,0,
Liberia,2020-03-27,3,0,0,,5057681,53,19,0.53,0,0,0,
Madagascar,2020-03-24,17,0,0,,27691018,48,20,0.39,5,0,0,
Malawi,2020-04-04,4,0,0,,19129952,203,18,0.18,1,0,0,
Moldova,2020-03-30,298,15,2,2020-03-23,4033963,123,38,0.43,35,0,13,7
Syria,2020-03-23,1,0,0,,17500658,95,26,0.6,0,0,0,
Uruguay,2020-03-24,162,0,0,2020-03-21,3473730,20,36,0.96,4,0,0,3
Zambia,2020-03-31,35,0,0,,18383955,25,18,0.45,0,0,0,
